id,username,question_id,answer_value,timestamp,created_at,updated_at
101388,Apple_Monkey,U1-PC-MCQ-B-Q09,B,1762314866226,2025-11-05 03:51:39.618979+00,2025-11-19 13:29:48.130782+00
101390,Apple_Monkey,U1-PC-MCQ-B-Q10,C,1762314936446,2025-11-05 03:55:37.092121+00,2025-11-19 13:29:48.015653+00
101395,Apple_Monkey,U1-PC-MCQ-B-Q11,A,1762315271651,2025-11-05 04:01:12.411074+00,2025-11-19 13:29:47.601071+00
101394,Apple_Monkey,U1-PC-MCQ-B-Q12,D,1762315131811,2025-11-05 03:58:52.34133+00,2025-11-19 13:29:47.677147+00
101393,Apple_Monkey,U1-PC-MCQ-B-Q13,B,1762315064216,2025-11-05 03:57:44.319999+00,2025-11-19 13:29:47.760092+00
101392,Apple_Monkey,U1-PC-MCQ-B-Q14,B,1762315036791,2025-11-05 03:57:16.951308+00,2025-11-19 13:29:47.837882+00
101391,Apple_Monkey,U1-PC-MCQ-B-Q15,B,1762314994081,2025-11-05 03:56:34.382216+00,2025-11-19 13:29:47.921092+00
101384,Apple_Monkey,U1-PC-MCQ-B-Q16,E,1762314346212,2025-11-05 03:45:46.833374+00,2025-11-19 13:29:48.675043+00
101383,Apple_Monkey,U1-PC-MCQ-B-Q17,C,1762314251253,2025-11-05 03:44:11.737172+00,2025-11-19 13:29:48.758728+00
13297,Apple_Monkey,U1-PC-MCQ-B-Q18,D,1762314089699,2025-10-20 15:43:57.53341+00,2025-11-19 13:29:48.82726+00
31,Apple_Monkey,U2-L2-Q01,C,1761273439248,2025-09-30 04:29:06.326266+00,2025-11-19 13:29:52.828099+00
20787,Apple_Monkey,U2-L2-Q02,D,1761273530547,2025-10-24 02:38:50.934392+00,2025-11-19 13:29:52.494998+00
20788,Apple_Monkey,U2-L2-Q03,A,1761274892304,2025-10-24 03:01:32.731196+00,2025-11-19 13:29:52.397547+00
20789,Apple_Monkey,U2-L3-Q01,B,1761279681594,2025-10-24 04:21:22.089168+00,2025-11-19 13:29:52.068249+00
20790,Apple_Monkey,U2-L3-Q02,A,1761279831260,2025-10-24 04:21:48.037734+00,2025-11-19 13:29:51.808835+00
152172,Apple_Monkey,U2-L3-Q03,C,1763619282503,2025-11-20 06:14:43.383678+00,2025-11-20 20:08:42.91436+00
20795,Apple_Monkey,U2-L3-Q04,E,1761280520593,2025-10-24 04:35:21.224433+00,2025-11-19 13:29:51.180107+00
20792,Apple_Monkey,U2-L3-Q05,A,1763619297254,2025-10-24 04:29:35.890459+00,2025-11-20 20:08:58.155836+00
20796,Apple_Monkey,U2-L3-Q06,C,1761280591965,2025-10-24 04:36:32.39126+00,2025-11-19 13:29:50.690651+00
76791,Apple_Monkey,U2-L4-Q01,C,1762181020579,2025-11-03 14:43:40.964168+00,2025-11-19 13:29:50.504039+00
76792,Apple_Monkey,U2-L4-Q02,D,1762181099776,2025-11-03 14:43:52.764008+00,2025-11-19 13:29:49.327136+00
76886,Apple_Monkey,U2-L4-Q03,E,1762181240203,2025-11-03 14:46:39.716341+00,2025-11-19 13:29:48.933166+00
152177,Apple_Monkey,U2-L5-Q01,E,1763619455765,2025-11-20 06:16:59.169624+00,2025-11-20 20:09:09.264305+00
124404,Apple_Monkey,U2-L5-Q02,E,1763050170437,2025-11-13 16:09:31.020021+00,2025-11-19 13:29:47.516406+00
152176,Apple_Monkey,U2-L5-Q03,C,1763619388450,2025-11-20 06:16:28.92082+00,2025-11-20 20:09:08.663729+00
152175,Apple_Monkey,U2-L5-Q04,D,1763619359379,2025-11-20 06:15:59.793725+00,2025-11-20 20:09:07.759+00
124408,Apple_Monkey,U2-L5-Q05,C,1763050327880,2025-11-13 16:12:08.381009+00,2025-11-19 13:29:47.031346+00
124405,Apple_Monkey,U2-L5-Q06,B,1763050256021,2025-11-13 16:10:56.376142+00,2025-11-19 13:29:47.110311+00
152180,Apple_Monkey,U2-L6-Q01,E,1763619533146,2025-11-20 06:18:53.615323+00,2025-11-20 20:09:10.983111+00
152181,Apple_Monkey,U2-L6-Q02,D,1763619572807,2025-11-20 06:19:33.192209+00,2025-11-20 20:09:11.136868+00
152179,Apple_Monkey,U2-L6-Q03,D,1763619478714,2025-11-20 06:17:59.092175+00,2025-11-20 20:09:10.068696+00
152182,Apple_Monkey,U2-L7-Q01,E,1763619894600,2025-11-20 06:23:19.530377+00,2025-11-20 20:09:11.40987+00
152184,Apple_Monkey,U2-L7-Q02,B,1763619905569,2025-11-20 06:25:06.00499+00,2025-11-20 20:09:11.714908+00
152185,Apple_Monkey,U2-L7-Q03,D,1763620151161,2025-11-20 06:27:35.09086+00,2025-11-20 20:09:11.795994+00
521,apple_rabbit,U1-L2-Q01,B,1757683639793,2025-09-30 05:32:09.637542+00,2025-11-24 18:18:49.351835+00
522,apple_rabbit,U1-L2-Q02,E,1757683678357,2025-09-30 05:32:09.743176+00,2025-11-24 18:18:49.232739+00
523,apple_rabbit,U1-L2-Q03,B,1757683740521,2025-09-30 05:32:09.82644+00,2025-11-24 18:18:49.114866+00
525,apple_rabbit,U1-L3-Q01,E,1757683806403,2025-09-30 05:32:09.978684+00,2025-11-24 18:18:48.936842+00
526,apple_rabbit,U1-L3-Q02,B,1757683809760,2025-09-30 05:32:10.054604+00,2025-11-24 18:18:48.809416+00
524,apple_rabbit,U1-L3-Q03,E,1757683800760,2025-09-30 05:32:09.906535+00,2025-11-24 18:18:49.007241+00
532,apple_rabbit,U1-L4-Q01,C,1757943411890,2025-09-30 05:32:10.958566+00,2025-11-24 18:18:48.199306+00
531,apple_rabbit,U1-L4-Q02,D,1757943409770,2025-09-30 05:32:10.855841+00,2025-11-24 18:18:48.309089+00
530,apple_rabbit,U1-L4-Q03,A,1757943407685,2025-09-30 05:32:10.424312+00,2025-11-24 18:18:48.386594+00
529,apple_rabbit,U1-L4-Q04,B,1757943405277,2025-09-30 05:32:10.312271+00,2025-11-24 18:18:48.483351+00
528,apple_rabbit,U1-L4-Q05,E,1757943403365,2025-09-30 05:32:10.221527+00,2025-11-24 18:18:48.582377+00
527,apple_rabbit,U1-L4-Q06,D,1757943401521,2025-09-30 05:32:10.133403+00,2025-11-24 18:18:48.713133+00
533,apple_rabbit,U1-L5-Q01,C,1758204280227,2025-09-30 05:32:11.063655+00,2025-11-24 18:18:48.120135+00
534,apple_rabbit,U1-L5-Q02,E,1758204342964,2025-09-30 05:32:11.15706+00,2025-11-24 18:18:48.042918+00
535,apple_rabbit,U1-L5-Q03,D,1758204429556,2025-09-30 05:32:11.232506+00,2025-11-24 18:18:47.962994+00
3053,Apple_Rabbit,U1-L10-Q01,D,1760102890630,2025-10-07 14:23:52.980129+00,2025-11-24 18:18:27.914392+00
3099,Apple_Rabbit,U1-L10-Q02,A,1760102864316,2025-10-07 14:37:22.40807+00,2025-11-24 18:18:28.024866+00
3796,Apple_Rabbit,U1-L10-Q03,A,1760111549707,2025-10-09 14:25:42.771414+00,2025-11-24 18:18:27.749077+00
3808,Apple_Rabbit,U1-L10-Q04,done on paper,1760452040622,2025-10-09 14:46:02.800027+00,2025-11-24 18:18:27.651787+00
3812,Apple_Rabbit,U1-L10-Q05,D,1760663657666,2025-10-09 14:51:15.246724+00,2025-11-24 18:18:28.187842+00
6065,Apple_Rabbit,U1-L10-Q06,"A.) In order to calculate Clay's marathon time we need to subtract the data value (289 minutes) by the mean (242 minutes) and divide by the standard deviation (29 minutes) which would give us 1.62 standard deviations. Clay's standardized score was 1.62 standard deviations slower than that of the average man in the marathon. 

B.) In order to calculate Kathy's marathon time we need to subtract the data value (272 minutes) by the mean (259 minutes) and divide by the standard deviation (32 minutes) which would give us 0.41 standard deviations. Using the z-score table, that would be equal to 0.6591. 65.91% of women in the race has a lesser finishing time than Kathy. 

C.) The finishing times of women were much more variant, leading to greater standard deviation, compared to that of the men who most likely finished in a similar time region.",1760664881105,2025-10-17 01:34:41.254586+00,2025-11-24 18:18:46.657879+00
6083,Apple_Rabbit,U1-L10-Q07,C,1760665192752,2025-10-17 01:39:52.852462+00,2025-11-24 18:18:46.538995+00
6109,Apple_Rabbit,U1-L10-Q08,A,1760665505634,2025-10-17 01:44:27.192857+00,2025-11-24 18:18:46.479314+00
65,Apple_Rabbit,U1-L2-Q01,B,1757683639793,2025-09-30 04:29:17.281462+00,2025-11-24 18:18:40.443935+00
66,Apple_Rabbit,U1-L2-Q02,E,1757683678357,2025-09-30 04:29:17.375794+00,2025-11-24 18:18:40.32527+00
67,Apple_Rabbit,U1-L2-Q03,B,1757683740521,2025-09-30 04:29:17.484625+00,2025-11-24 18:18:40.059506+00
69,Apple_Rabbit,U1-L3-Q01,E,1757683806403,2025-09-30 04:29:17.71571+00,2025-11-24 18:18:39.882372+00
70,Apple_Rabbit,U1-L3-Q02,B,1757683809760,2025-09-30 04:29:17.836505+00,2025-11-24 18:18:39.764169+00
68,Apple_Rabbit,U1-L3-Q03,E,1757683800760,2025-09-30 04:29:17.596266+00,2025-11-24 18:18:39.968989+00
298,Apple_Rabbit,U1-L4-Q01,C,1757943411890,2025-09-30 04:35:21.881009+00,2025-11-24 18:18:30.844215+00
297,Apple_Rabbit,U1-L4-Q02,D,1757943409770,2025-09-30 04:35:21.761083+00,2025-11-24 18:18:30.910841+00
296,Apple_Rabbit,U1-L4-Q03,A,1757943407685,2025-09-30 04:35:21.650973+00,2025-11-24 18:18:32.111431+00
295,Apple_Rabbit,U1-L4-Q04,B,1757943405277,2025-09-30 04:35:21.540872+00,2025-11-24 18:18:32.268763+00
294,Apple_Rabbit,U1-L4-Q05,E,1757943403365,2025-09-30 04:35:21.441742+00,2025-11-24 18:18:39.59065+00
293,Apple_Rabbit,U1-L4-Q06,D,1757943401521,2025-09-30 04:35:21.332451+00,2025-11-24 18:18:39.668595+00
299,Apple_Rabbit,U1-L5-Q01,C,1758204280227,2025-09-30 04:35:21.990367+00,2025-11-24 18:18:30.700546+00
300,Apple_Rabbit,U1-L5-Q02,E,1758204342964,2025-09-30 04:35:22.116653+00,2025-11-24 18:18:30.597432+00
301,Apple_Rabbit,U1-L5-Q03,D,1758204429556,2025-09-30 04:35:22.271559+00,2025-11-24 18:18:30.455501+00
302,Apple_Rabbit,U1-L6-Q01,B,1758286859140,2025-09-30 04:35:22.508936+00,2025-11-24 18:18:30.384297+00
303,Apple_Rabbit,U1-L6-Q02,E,1758286864964,2025-09-30 04:35:22.611838+00,2025-11-24 18:18:30.252899+00
304,Apple_Rabbit,U1-L6-Q03,D,1758286868273,2025-09-30 04:35:22.732755+00,2025-11-24 18:18:30.051381+00
305,Apple_Rabbit,U1-L7-Q01,B,1758808972449,2025-09-30 04:35:22.902349+00,2025-11-24 18:18:29.856755+00
306,Apple_Rabbit,U1-L7-Q02,D,1758809087651,2025-09-30 04:35:23.028341+00,2025-11-24 18:18:29.737122+00
307,Apple_Rabbit,U1-L7-Q03,B,1758809304319,2025-09-30 04:35:23.131058+00,2025-11-24 18:18:29.466546+00
308,Apple_Rabbit,U1-L7-Q04,B,1758809357377,2025-09-30 04:35:23.245238+00,2025-11-24 18:18:29.345661+00
309,Apple_Rabbit,U1-L7-Q05,A,1758809746705,2025-09-30 04:35:23.349039+00,2025-11-24 18:18:29.26017+00
310,Apple_Rabbit,U1-L7-Q06,D,1758810258882,2025-09-30 04:35:23.487541+00,2025-11-24 18:18:29.179212+00
311,Apple_Rabbit,U1-L8-Q01,D,1758892099657,2025-09-30 04:35:23.615218+00,2025-11-24 18:18:29.114188+00
312,Apple_Rabbit,U1-L8-Q02,C,1758892228485,2025-09-30 04:35:23.729806+00,2025-11-24 18:18:29.051366+00
313,Apple_Rabbit,U1-L8-Q03,E,1758892435413,2025-09-30 04:35:23.842745+00,2025-11-24 18:18:28.919137+00
314,Apple_Rabbit,U1-L9-Q01,B,1759153231550,2025-09-30 04:35:23.944587+00,2025-11-24 18:18:28.757136+00
315,Apple_Rabbit,U1-L9-Q02,B,1759166319697,2025-09-30 04:35:24.052206+00,2025-11-24 18:18:28.390977+00
316,Apple_Rabbit,U1-L9-Q03,B,1759166774776,2025-09-30 04:35:24.168635+00,2025-11-24 18:18:28.306149+00
6112,Apple_Rabbit,U1-PC-FRQ-Q01,"A.) Done on paper.

B.) The distribution of adult visitors to the resort is fairly even (not symmetrical) and it is unimodal with the highest points being towards the extremes of the data and the lowest points being in between. There are no outliers. 

C.) This distribution is actually the opposite of what is considered a normal distribution, a normal spread would be unimodal with its highest peak being towards the center, a bell curve and this histrogram is not.",1760666101939,2025-10-17 01:55:02.172056+00,2025-11-24 18:18:46.405429+00
6113,Apple_Rabbit,U1-PC-FRQ-Q02,"A.) Using the formula z = (data value - mean) / SD we insert the values and look to the z-score chart to compare what value equates to it. For the northern region it would equal 0.8413 and for the southern region it would equal 0.1157.

B.) It is more likely that a virg with a weight greater than 13 ounces lives in the southern region because a majority of the Southern region's bell curve is greater than 13 ounces (approximately 1 SD from the mean) unlike the Northern region where above 13 is in the minority to the right side of the curve.",1760667106416,2025-10-17 02:11:46.753883+00,2025-11-24 18:18:46.276398+00
6114,Apple_Rabbit,U1-PC-MCQ-A-Q01,E,1760667210968,2025-10-17 02:13:31.249135+00,2025-11-24 18:18:46.117337+00
6115,Apple_Rabbit,U1-PC-MCQ-A-Q02,E,1760667359754,2025-10-17 02:16:00.076136+00,2025-11-24 18:18:46.013499+00
6116,Apple_Rabbit,U1-PC-MCQ-A-Q03,D,1760667418004,2025-10-17 02:16:58.173615+00,2025-11-24 18:18:45.934429+00
6117,Apple_Rabbit,U1-PC-MCQ-A-Q04,E,1760667524871,2025-10-17 02:18:45.171237+00,2025-11-24 18:18:45.864275+00
6118,Apple_Rabbit,U1-PC-MCQ-A-Q05,B,1760667655376,2025-10-17 02:20:55.762601+00,2025-11-24 18:18:45.78322+00
6119,Apple_Rabbit,U1-PC-MCQ-A-Q06,D,1760667770232,2025-10-17 02:22:50.53968+00,2025-11-24 18:18:45.706236+00
6120,Apple_Rabbit,U1-PC-MCQ-A-Q07,E,1760667894917,2025-10-17 02:24:55.330276+00,2025-11-24 18:18:45.621381+00
6121,Apple_Rabbit,U1-PC-MCQ-A-Q08,D,1760667980028,2025-10-17 02:26:20.443416+00,2025-11-24 18:18:45.499419+00
6122,Apple_Rabbit,U1-PC-MCQ-A-Q09,B,1760668074950,2025-10-17 02:27:55.2626+00,2025-11-24 18:18:45.408304+00
6123,Apple_Rabbit,U1-PC-MCQ-A-Q10,E,1760668201595,2025-10-17 02:30:02.023476+00,2025-11-24 18:18:45.328898+00
6124,Apple_Rabbit,U1-PC-MCQ-A-Q11,A,1760668349487,2025-10-17 02:32:29.619224+00,2025-11-24 18:18:45.249999+00
6126,Apple_Rabbit,U1-PC-MCQ-A-Q12,A,1760668636088,2025-10-17 02:37:16.520326+00,2025-11-24 18:18:45.179851+00
6137,Apple_Rabbit,U1-PC-MCQ-A-Q13,C,1760670488288,2025-10-17 03:08:08.263831+00,2025-11-24 18:18:45.079752+00
6138,Apple_Rabbit,U1-PC-MCQ-A-Q14,E,1760670551548,2025-10-17 03:09:11.540895+00,2025-11-24 18:18:45.006794+00
6139,Apple_Rabbit,U1-PC-MCQ-A-Q15,A,1760670625062,2025-10-17 03:10:25.018574+00,2025-11-24 18:18:44.931037+00
6140,Apple_Rabbit,U1-PC-MCQ-A-Q16,A,1760670898131,2025-10-17 03:14:58.225868+00,2025-11-24 18:18:44.858262+00
6141,Apple_Rabbit,U1-PC-MCQ-A-Q17,B,1760670931242,2025-10-17 03:15:31.056953+00,2025-11-24 18:18:44.762773+00
6142,Apple_Rabbit,U1-PC-MCQ-A-Q18,A,1760671017567,2025-10-17 03:16:57.569401+00,2025-11-24 18:18:44.664359+00
6143,Apple_Rabbit,U1-PC-MCQ-B-Q01,C,1760671109190,2025-10-17 03:18:29.159721+00,2025-11-24 18:18:44.57119+00
6144,Apple_Rabbit,U1-PC-MCQ-B-Q02,B,1760671199164,2025-10-17 03:19:59.102896+00,2025-11-24 18:18:44.498169+00
6145,Apple_Rabbit,U1-PC-MCQ-B-Q03,A,1760671419571,2025-10-17 03:23:39.633519+00,2025-11-24 18:18:44.439103+00
6146,Apple_Rabbit,U1-PC-MCQ-B-Q04,C,1760671608089,2025-10-17 03:26:48.056008+00,2025-11-24 18:18:44.364893+00
6152,Apple_Rabbit,U1-PC-MCQ-B-Q05,A,1760704225048,2025-10-17 12:30:25.150486+00,2025-11-24 18:18:44.290011+00
6153,Apple_Rabbit,U1-PC-MCQ-B-Q06,D,1760704378075,2025-10-17 12:32:25.146372+00,2025-11-24 18:18:44.205209+00
6156,Apple_Rabbit,U1-PC-MCQ-B-Q07,D,1760704622795,2025-10-17 12:36:48.469625+00,2025-11-24 18:18:44.042193+00
6158,Apple_Rabbit,U1-PC-MCQ-B-Q08,D,1760704794806,2025-10-17 12:39:54.946113+00,2025-11-24 18:18:43.96362+00
6159,Apple_Rabbit,U1-PC-MCQ-B-Q09,D,1760704867495,2025-10-17 12:41:07.607063+00,2025-11-24 18:18:43.87925+00
6160,Apple_Rabbit,U1-PC-MCQ-B-Q10,C,1760705885633,2025-10-17 12:58:05.895584+00,2025-11-24 18:18:41.359879+00
6161,Apple_Rabbit,U1-PC-MCQ-B-Q11,E,1760706236615,2025-10-17 13:03:56.752642+00,2025-11-24 18:18:41.234199+00
6165,Apple_Rabbit,U1-PC-MCQ-B-Q12,D,1760706714549,2025-10-17 13:11:45.614382+00,2025-11-24 18:18:41.146047+00
6173,Apple_Rabbit,U1-PC-MCQ-B-Q13,B,1760707140246,2025-10-17 13:19:00.562601+00,2025-11-24 18:18:41.0074+00
6175,Apple_Rabbit,U1-PC-MCQ-B-Q14,B,1760707208147,2025-10-17 13:20:08.424217+00,2025-11-24 18:18:40.947141+00
6179,Apple_Rabbit,U1-PC-MCQ-B-Q15,B,1760707426679,2025-10-17 13:23:46.856369+00,2025-11-24 18:18:40.827502+00
6190,Apple_Rabbit,U1-PC-MCQ-B-Q16,E,1760707717091,2025-10-17 13:27:53.664312+00,2025-11-24 18:18:40.765705+00
7204,Apple_Rabbit,U1-PC-MCQ-B-Q17,C,1760708468016,2025-10-17 13:40:23.612127+00,2025-11-24 18:18:40.590072+00
7209,Apple_Rabbit,U1-PC-MCQ-B-Q18,D,1760709050118,2025-10-17 13:44:04.726589+00,2025-11-24 18:18:40.52673+00
38434,Apple_Rabbit,U2-L3-Q01,B,1761688446375,2025-10-28 21:53:48.641214+00,2025-11-24 18:18:47.091809+00
38436,Apple_Rabbit,U2-L3-Q02,A,1761688500002,2025-10-28 21:55:00.229955+00,2025-11-24 18:18:47.024063+00
38437,Apple_Rabbit,U2-L3-Q03,C,1761688721368,2025-10-28 21:57:34.753636+00,2025-11-24 18:18:46.942923+00
38440,Apple_Rabbit,U2-L3-Q04,E,1761689686526,2025-10-28 22:13:49.468437+00,2025-11-24 18:18:46.870597+00
38443,Apple_Rabbit,U2-L3-Q05,D,1761689830229,2025-10-28 22:17:10.679227+00,2025-11-24 18:18:46.805376+00
38445,Apple_Rabbit,U2-L3-Q06,C,1761690346365,2025-10-28 22:22:37.138113+00,2025-11-24 18:18:46.722254+00
76787,Apple_Rabbit,U2-L4-Q01,C,1762180622169,2025-11-03 14:37:02.369954+00,2025-11-24 18:18:47.354717+00
